expression,reading,meaning,tags,guid,example_jp,example_reading_hiragana,example_ko
直感,ちょっかん,직감,JLPT_1 JLPT,QySp}y0;^p,直感で選んだ道が正しかった。,ちょっかんでえらんだみちがただしかった。,직감으로 선택한 길이 옳았다.
著名,ちょめい,저명·유명함,JLPT_1 JLPT,X^slZ{jL{,その賞の審査員には著名な作家たちが名を連ねる。,そのしょうのしんさいんにはちょめいなさっかたちがなをつらねる。,그 상의 심사위원에는 저명한 작가들이 이름을 올린다.
ちらっと,ちらっと,슬쩍·잠깐,JLPT_1 JLPT,N3Y^D/sd+D,窓の外に白い影がちらっと見えた。,まどのそとにしろいかげがちらっとみえた。,창밖으로 하얀 그림자가 언뜻 보였다.
塵,ちり,먼지·티끌,JLPT_1 JLPT,E+SU)Yck+x,棚の上には塵一つなかった。,たなのうえにはちりひとつなかった。,선반 위에는 먼지 하나 없었다.
塵取り,ちりとり,쓰레받기,JLPT_1 JLPT,APKgG.~B~%,ほうきで集めたごみを塵取りに入れた。,ほうきであつめたごみをちりとりにいれた。,빗자루로 모은 쓰레기를 쓰레받기에 담았다.
賃金,ちんぎん,임금,JLPT_1 JLPT,R~b_`JWOQ,物価の上昇に賃金が追いついていない。,ぶっかのじょうしょうにちんぎんがおいついていない。,임금이 물가 상승을 따라가지 못하고 있다.
沈殿,ちんでん,침전,JLPT_1 JLPT,G+XQh2h;J,時間がたつと容器の底に砂が沈殿する。,じかんがたつとようきのそこにすながちんでんする。,시간이 지나면 용기 바닥에 모래가 침전한다.
沈没,ちんぼつ,침몰,JLPT_1 JLPT,iW4PqKe`G4,貨物船は嵐に遭い、沖合で沈没した。,かもつせんはあらしにあい、おきあいでちんぼつした。,화물선은 폭풍을 만나 앞바다에서 침몰했다.
沈黙,ちんもく,침묵,JLPT_1 JLPT,px*6fcGx;&,質問を受けた彼は長い沈黙の後で口を開いた。,しつもんをうけたかれはながいちんもくのあとでくちをひらいた。,질문을 받은 그는 긴 침묵 끝에 입을 열었다.
陳列,ちんれつ,진열,JLPT_1 JLPT,iwMSM}M#]k,店先に旬の果物が陳列されている。,みせさきにしゅんのくだものがちんれつされている。,가게 앞에 제철 과일이 진열되어 있다.
追及,ついきゅう,추궁·조사,JLPT_1 JLPT,noU*13b5O-,記者は不正支出の責任を厳しく追及した。,きしゃはふせいししゅつのせきにんをきびしくついきゅうした。,기자는 부정 지출의 책임을 엄격히 추궁했다.
追跡,ついせき,추적,JLPT_1 JLPT,x&s%FCI5Z$,警察は逃走する容疑者を車で追跡した。,けいさつはとうそうするようぎしゃをくるまでついせきした。,경찰은 도주하는 용의자를 차로 추적했다.
追放,ついほう,추방,JLPT_1 JLPT,wlC&^*I(#k,規則を破った選手は競技団体から追放された。,きそくをやぶったせんしゅはきょうぎだんたいからついほうされた。,규칙을 어긴 선수는 경기 단체에서 추방되었다.
費やす,ついやす,소비하다·허비하다,JLPT_1 JLPT,H-?H<E[N4R,彼は十年を研究に費やした。,かれはじゅうねんをけんきゅうについやした。,그는 십 년을 연구에 쏟았다.
墜落,ついらく,추락,JLPT_1 JLPT,GIlG86j>ft,小型機が山中に墜落した。,こがたきがさんちゅうについらくした。,소형 항공기가 산속에 추락했다.
痛感,つうかん,통감,JLPT_1 JLPT,w#*!ZaG>/&,現場を見て問題の深刻さを痛感した。,げんばをみてもんだいのしんこくさをつうかんした。,현장을 보고 문제의 심각성을 통감했다.
通常,つうじょう,통상·보통,JLPT_1 JLPT,CK7#B(npW6,通常は申請から一週間ほどで届く。,つうじょうはしんせいからいっしゅうかんほどでとどく。,보통은 신청 후 일주일 정도면 도착한다.
痛切,つうせつ,통절함·뼈저림,JLPT_1 JLPT,P)gMK#>#mQ,失敗を通じて準備の大切さを痛切に感じた。,しっぱいをつうじてじゅんびのたいせつさをつうせつにかんじた。,실패를 통해 준비의 중요성을 뼈저리게 느꼈다.
杖,つえ,지팡이,JLPT_1 JLPT,E%FRI/LaC<,祖母は杖をついてゆっくり歩く。,そぼはつえをついてゆっくりあるく。,할머니는 지팡이를 짚고 천천히 걷는다.
使い道,つかいみち,용도·사용처,JLPT_1 JLPT,C.3OB5&{uj,空いた部屋の使い道を家族で話し合った。,あいたへやのつかいみちをかぞくではなしあった。,빈 방의 용도를 가족끼리 의논했다.
仕える,つかえる,섬기다·봉사하다,JLPT_1 JLPT,"yJ9cY,O`h(",彼は長年、王に仕えて国政を支えた。,かれはながねん、おうにつかえてこくせいをささえた。,그는 오랫동안 왕을 섬기며 국정을 뒷받침했다.
司る,つかさどる,다스리다·관장하다,JLPT_1 JLPT,N0ki8Oo?OJ,自律神経は体温の調節を司る。,じりつしんけいはたいおんのちょうせつをつかさどる。,자율 신경은 체온 조절을 관장한다.
つかの間,つかのま,잠깐 동안·순식간,JLPT_1 JLPT,"HjZRq7,M3q",昼休みには、つかの間の休息を取った。,ひるやすみには、つかのまのきゅうそくをとった。,점심시간에는 잠깐 휴식을 취했다.
月並,つきなみ,평범함·진부함·매월,JLPT_1 JLPT,"s,jIH8HGr)",月並な感想しか言えず、少し恥ずかしかった。,つきなみなかんそうしかいえず、すこしはずかしかった。,진부한 감상밖에 말하지 못해 조금 부끄러웠다.
継目,つぎめ,이음매,JLPT_1 JLPT,g`*Hbj}:;n,水道管の継目から水が漏れている。,すいどうかんのつぎめからみずがもれている。,수도관 이음매에서 물이 새고 있다.
尽きる,つきる,다하다·끝나다,JLPT_1 JLPT,D@MfPrj.$e,親友とは何時間話しても話題が尽きない。,しんゆうとはなんじかんはなしてもわだいがつきない。,절친과는 몇 시간을 이야기해도 화제가 끊이지 않는다.
尽くす,つくす,다하다·애쓰다,JLPT_1 JLPT,du~n(l-y;V,医師は患者の回復に力を尽くした。,いしはかんじゃのかいふくにちからをつくした。,의사는 환자의 회복에 온 힘을 다했다.
つくづく,つくづく,곰곰이·절실히,JLPT_1 JLPT,sr:&|?%)^o,病気をして、健康の大切さをつくづく感じた。,びょうきをして、けんこうのたいせつさをつくづくかんじた。,병을 앓고 나서 건강의 소중함을 절실히 느꼈다.
作り,つくり,만듦새·구조·체격,JLPT_1 JLPT,k)o<GJT`g{,この机は簡素だが丈夫な作りだ。,このつくえはかんそだがじょうぶなつくりだ。,이 책상은 단순하지만 튼튼한 구조다.
造り,つくり,건조·구조·체격,JLPT_1 JLPT,yc(=JOoe^y,この寺は古いが、今も頑丈な造りを保っている。,このてらはふるいが、いまもがんじょうなつくりをたもっている。,이 절은 오래되었지만 지금도 견고한 구조를 유지하고 있다.
繕う,つくろう,수선하다·겉치레하다,JLPT_1 JLPT,rVgUbJ=*17,祖母が破れた靴下を丁寧に繕った。,そぼがやぶれたくつしたをていねいにつくろった。,할머니가 찢어진 양말을 정성껏 꿰매었다.
付け加える,つけくわえる,덧붙이다,JLPT_1 JLPT,G(BFo.4q2m,説明の最後に注意点を一つ付け加えた。,せつめいのさいごにちゅういてんをひとつつけくわえた。,설명 마지막에 주의 사항을 하나 덧붙였다.
告げる,つげる,알리다·고하다,JLPT_1 JLPT,<m$M~A%1_,鐘の音が授業の終わりを告げた。,かねのおとがじゅぎょうのおわりをつげた。,종소리가 수업의 끝을 알렸다.
辻褄 (はなしの～),つじつま (はなしの～),사리·계산·조리·앞뒤가 맞음,JLPT_1 JLPT,jvc[~0R.1u,彼の話はところどころ辻褄が合わない。,かれのはなしはところどころつじつまがあわない。,그의 이야기는 군데군데 앞뒤가 맞지 않는다.
筒,つつ,통·원통,JLPT_1 JLPT,w^XrZ[jgo`,卒業証書を筒に入れて保管した。,そつぎょうしょうしょをつつにいれてほかんした。,졸업 증서를 통에 넣어 보관했다.
突く,つつく,찌르다·툭툭 치다,JLPT_1 JLPT,B*u&&$(Hd.,子供が風船を指で軽く突いた。,こどもがふうせんをゆびでかるくつついた。,아이가 풍선을 손가락으로 살짝 찔렀다.
突っ突く,つっつく,쿡쿡 찌르다·자극하다,JLPT_1 JLPT,"p5=i4N,JuA",友人に脇腹を何度も突っ突かれた。,ゆうじんにわきばらをなんどもつっつかれた。,친구가 내 옆구리를 몇 번이나 쿡쿡 찔렀다.
謹む,つつしむ,삼가다·조심하다,JLPT_1 JLPT,gh_.MQ25nu,故人のご冥福を謹んでお祈りいたします。,こじんのごめいふくをつつしんでおいのりいたします。,고인의 명복을 삼가 기원합니다.
突っ張る,つっぱる,버티다·우기다·뻣뻣해지다,JLPT_1 JLPT,J%0:#u3#VS,強風に備えて扉を棒で突っ張った。,きょうふうにそなえてとびらをぼうでつっぱった。,강풍에 대비해 문을 막대기로 버텨 놓았다.
務まる,つとまる,감당해 내다·적임이다,JLPT_1 JLPT,cvC_+6=O[(,経験の浅い私に責任者が務まるだろうか。,けいけんのあさいわたしにせきにんしゃがつとまるだろうか。,경험이 부족한 내가 책임자 역할을 감당할 수 있을까.
勤め先,つとめさき,근무처·직장,JLPT_1 JLPT,d%0{lsg|M/,勤め先は駅から歩いて十分ほどだ。,つとめさきはえきからあるいてじゅっぷんほどだ。,직장은 역에서 걸어서 10분 정도 거리다.
努めて,つとめて,애써·가급적,JLPT_1 JLPT,ie5f<%K4c(,会議では努めて冷静に話すよう心掛けた。,かいぎではつとめてれいせいにはなすようこころがけた。,회의에서는 되도록 침착하게 말하려고 노력했다.
津波,つなみ,쓰나미·해일,JLPT_1 JLPT,MNnk0OWf1x,大きな地震の後、沿岸に津波が押し寄せた。,おおきなじしんのあと、えんがんにつなみがおしよせた。,큰 지진 뒤 해안에 쓰나미가 밀려왔다.
抓る,つねる,꼬집다,JLPT_1 JLPT,uFreoT2Btm,夢ではないかと自分の頬を抓った。,ゆめではないかとじぶんのほおをつねった。,꿈이 아닌가 싶어 자기 볼을 꼬집었다.
角,つの,뿔,JLPT_1 JLPT,de#UEAK(5-,雄鹿の立派な角が枝に引っ掛かった。,おじかのりっぱなつのがえだにひっかかった。,수사슴의 훌륭한 뿔이 나뭇가지에 걸렸다.
募る,つのる,모집하다·심해지다,JLPT_1 JLPT,LoJ`r.LWA^,地域の祭りを手伝う人を広く募った。,ちいきのまつりをてつだうひとをひろくつのった。,지역 축제를 도울 사람을 널리 모집했다.
唾,つば,침,JLPT_1 JLPT,BsP8}KfBI.,緊張のあまり何度も唾を飲み込んだ。,きんちょうのあまりなんどもつばをのみこんだ。,너무 긴장한 나머지 몇 번이나 침을 삼켰다.
呟く,つぶやく,중얼거리다,JLPT_1 JLPT,ug.@5E|3HH,彼は誰にも聞こえない声で呟いた。,かれはだれにもきこえないこえでつぶやいた。,그는 아무에게도 들리지 않는 목소리로 중얼거렸다.
つぶら,つぶら,둥글둥글한,JLPT_1 JLPT,ef4-=?4kR%,その子はつぶらな瞳で私を見上げた。,そのこはつぶらなひとみでわたしをみあげた。,그 아이는 동그란 눈망울로 나를 올려다보았다.
つぶる (めを～),つぶる (めを～),(눈을) 감다,JLPT_1 JLPT,ndE`WwYDbY,まぶしい光を避けて目をつぶった。,まぶしいひかりをさけてめをつぶった。,눈부신 빛을 피해 눈을 감았다.
壺,つぼ,항아리·단지,JLPT_1 JLPT,C3S8JvZPeU,玄関の古い壺に季節の花を生けた。,げんかんのふるいつぼにきせつのはなをいけた。,현관의 오래된 항아리에 제철 꽃을 꽂았다.
蕾,つぼみ,꽃봉오리,JLPT_1 JLPT,"QMJ,;+-HP?",庭の桜はまだ固い蕾を付けている。,にわのさくらはまだかたいつぼみをつけている。,정원의 벚나무에는 아직 단단한 꽃봉오리가 맺혀 있다.
連なる,つらなる,줄지어 있다·연하다,JLPT_1 JLPT,mp~Cp%LGWd,雪を頂いた山々が遠くまで連なっている。,ゆきをいただいたやまやまがとおくまでつらなっている。,눈 덮인 산들이 멀리까지 줄지어 있다.
貫く,つらぬく,관통하다·일관하다,JLPT_1 JLPT,j32^3)_a~A,反対されても自分の信念を貫いた。,はんたいされてもじぶんのしんねんをつらぬいた。,반대를 받아도 자신의 신념을 관철했다.
連ねる,つらねる,줄지어 놓다·나열하다,JLPT_1 JLPT,"f,+4Zn,xV[",受賞者一覧には著名な作家が名を連ねている。,じゅしょうしゃいちらんにはちょめいなさっかがなをつらねている。,수상자 명단에는 저명한 작가들이 이름을 올리고 있다.
釣り鐘,つりがね,범종·종,JLPT_1 JLPT,NCQt3~fkfu,寺の釣り鐘が静かな町に響いた。,てらのつりがねがしずかなまちにひびいた。,절의 범종 소리가 고요한 마을에 울려 퍼졌다.
吊り革,つりかわ,(버스 등의) 손잡이,JLPT_1 JLPT,djH0o!(*c9,揺れる電車で吊り革をしっかり握った。,ゆれるでんしゃでつりかわをしっかりにぎった。,흔들리는 전철에서 손잡이를 꽉 잡았다.
